incidentid,age,gender,race,criminalhistory
20110330TXWOH,unknown,Male,Black,Yes
20110413FLSHA,Adolescent,Male,unknown,No
20110419TXBEH,Child,Male,unknown,No
20110517WAHOE,Adolescent,Male,unknown,Yes
20110523HIHIP,Adolescent,Male,Hawaiian/Pacific Islander,No
20110923WAISS,Adult,Male,unknown,unknown
20110930NCGAC,unknown,Male,unknown,unknown
20110930ORWIP,Young Adult,Male,White,unknown
20110930ORWIP,Young Adult,Male,White,unknown
20111024NCCAF,Adolescent,Male,Black,No
20111212TXHAE,Adult,Male,White,unknown
20111228MINOF,Adolescent,Male,Black,unknown
20111228MINOF,Adolescent,Male,Black,unknown
20120104TXCUB,Child,unknown,unknown,No
20120110TXNOH,Young Adult,Male,Black,No
20120210NHWAW,Adolescent,Male,White,No
20120222WAARB,Child,Male,White,No
20120227OHCHC,Adolescent,Male,White,No
20120306FLEPJ,Adult,Male,White,No
20120315ALLEM,Adolescent,Male,Black,Yes
20120401ARKIR,Young Adult,Male,White,No
20120525AZWEA,Adult,Male,Black,unknown
20120525NCMAC,Adult,Male,White,Yes
20120706RINAP,Young Adult,Male,Black,unknown
20120816TNHAM,Adult,Male,unknown,unknown
20120824GABAH,Adolescent,Male,unknown,unknown
20120827MDPEP,Adolescent,Male,White,No
20120907ILNON,Adolescent,Male,White,No
20120926OKSTS,Adolescent,Male,White,No
20121012NDFAF,Teen,Male,unknown,unknown
20121019ILBAC,Adolescent,Male,Black,unknown
20121019ILBAC,Adolescent,Male,Black,unknown
20121210TXSPH,Adolescent,Male,unknown,No
20121214CTSAN,Young Adult,Male,White,Yes
20130107FLAPF,unknown,unknown,unknown,unknown
20130110CATAT,Adolescent,Male,White,No
20130111MIOSD,Teen,Male,unknown,unknown
20130131GAPRA,Adolescent,Male,unknown,No
20130201MIMAD,Adolescent,Male,unknown,unknown
20130201MIMAD,Adolescent,Male,unknown,unknown
20130213CAHIS,Young Adult,Male,Black,No
20130227GAGRA,Adolescent,Female,Black,No
20130321MIDAS,Adolescent,Male,White,No
20130416TXTET,Adolescent,Male,unknown,unknown
20130429OHLAC,Adolescent,Male,unknown,No
20130430NMTUT,Young Adult,Male,unknown,Yes
20130513ALOSB,Adult,Female,Black,Yes
20130523FLREH,Child,Male,unknown,No
20130618NCHIC,Adolescent,Male,Black,unknown
20130618NCHIC,Adolescent,Male,Black,unknown
20130619FLALW,Adult,Male,Hispanic,Yes
20130815TNNOC,Adult,Male,Black,Yes
20130820GAROD,Young Adult,Male,White,No
20130822TNWEM,Preschooler,Male,unknown,No
20130823MSNOS,Young Adult,Male,Black,unknown
20130823MSNOS,Adolescent,Male,Black,unknown
20130823MSNOS,Young Adult,Male,Black,unknown
20130830NCCAW,Young Adult,Male,Black,Yes
20130927ILROC,Young Adult,Male,Black,Yes
20130928MENEG,Young Adult,Male,unknown,unknown
20131002NHWIS,Young Adult,Male,White,unknown
20131004FLAGP,unknown,Male,unknown,unknown
20131015TXLAA,Adolescent,Male,Hispanic,No
20131021NVSPS,Child,Male,Hispanic,No
20131023CANEC,Child,unknown,unknown,No
20131101IAALA,Young Adult,Male,White,unknown
20131103GASTL,Teen,Male,unknown,unknown
20131113PABRP,Adolescent,Male,Black,No
20131204FLWEW,Adolescent,Male,Black,No
20131213COARC,Young Adult,Male,White,No
20131219CAEDF,Adolescent,Male,Hispanic,No
20140109TNLIJ,Adolescent,Male,Black,No
20140113CTHIN,Adolescent,Male,Black,Yes
20140114LASTB,Adolescent,Male,Black,unknown
20140114NMBER,Adolescent,Male,White,No
20140114PAKIL,unknown,Male,Black,unknown
20140117PADEP,Young Adult,Male,Black,unknown
20140127ILREC,Young Adult,Male,Black,No
20140128HIPRH,Adult,unknown,unknown,unknown
20140131AZCEP,Young Adult,Male,Black,No
20140131AZCEP,Young Adult,Male,Black,No
20140131IANOD,Adult,Male,Black,unknown
20140131IANOD,Adult,Male,Black,unknown
20140131IANOD,Adult,Male,Black,unknown
20140131IANOD,Adult,Male,Black,unknown
20140131IANOD,Adult,Male,Black,unknown
20140131IANOD,Adult,Male,Black,unknown
20140207ORBEB,Adolescent,Male,unknown,No
20140210NCSAS,Adolescent,Male,Black,No
20140211OHCHL,Adolescent,Male,unknown,unknown
20140220MIRAR,Adult,Male,Black,No
20140307LAMAT,Adolescent,Male,Black,unknown
20140312FLACM,Adult,Male,Black,unknown
20140325GABEC,Adolescent,Male,Black,No
20140325GABEC,Adolescent,Male,Black,No
20140403NJUNN,Adult,Male,Hispanic,unknown
20140409NCDHG,Adolescent,Male,Black,unknown
20140410OHLIC,Adult,Male,Black,unknown
20140411MIEAD,unknown,Male,Black,unknown
20140421INSTG,Adult,Male,Hispanic,unknown
20140421UTPRP,Adolescent,Male,unknown,unknown
20140503WAHOE,unknown,Male,unknown,unknown
20140514CAJOR,unknown,Male,Black,unknown
20140521WICLM,Young Adult,Male,Black,unknown
20140610ORRET,Adolescent,Male,White,No
20140623MOKEB,Teen,Male,unknown,unknown
20140813MDHEF,Adolescent,Male,Black,unknown
20140813MDHEF,Young Adult,Male,Black,unknown
20140814VASAN,Adolescent,Male,unknown,unknown
20140909FLSTM,Teen,Male,Black,unknown
20140909FLSTM,Teen,Male,Black,unknown
20140909FLSTM,Teen,Male,Black,unknown
20140909FLSTM,Teen,Male,Black,unknown
20140909FLSTM,Teen,Male,Black,unknown
20140910FLGRL,Adolescent,Male,Black,unknown
20140911UTWET,Adult,Female,White,unknown
20140919IANOD,Adolescent,Male,Black,No
20140925NHWEM,Young Adult,Male,Black,unknown
20140930KYFEL,Adolescent,Male,Black,unknown
20140930NCALA,Adolescent,Male,Black,unknown
20141003GALAF,Young Adult,Male,Black,No
20141021TNAMM,Adolescent,Male,unknown,No
20141024GALAA,Adolescent,Male,Black,unknown
20141024WAMAM,Adolescent,Male,Native American/Alaska Native,No
20141120FLMIM,Adolescent,Male,Black,unknown
20141212ORROP,Adolescent,Male,Black,No
20141216PASUP,unknown,unknown,unknown,unknown
20141217MEBEW,Adult,Male,White,Yes
20141217MIGOW,unknown,Male,unknown,unknown
20150115WIWIM,Adult,Male,Black,Yes
20150116FLVAO,Adolescent,Male,Black,unknown
20150120ALWIM,Teen,Male,unknown,unknown
20150122SCROH,Teen,Male,unknown,unknown
20150126MNHAR,Adult,Male,unknown,unknown
20150204MDFRF,Young Adult,Male,Black,Yes
20150204MDFRF,unknown,Male,Black,Yes
20150215ARLAL,Adult,Male,White,unknown
20150215CATEM,Adolescent,Male,White,unknown
20150330MOPEU,Young Adult,Male,Black,unknown
20150417TXSES,Young Adult,Male,Hispanic,unknown
20150422NVRUL,Child,Male,unknown,unknown
20150427WANOL,Adolescent,Male,White,Yes
20150428MDDRW,unknown,Male,unknown,unknown
20150504OHWIC,unknown,unknown,unknown,unknown
20150505GACOC,Adolescent,Male,unknown,unknown
20150512AZCOT,Young Adult,Male,Black,unknown
20150512FLUNJ,unknown,Male,Black,unknown
20150520TXROR,Young Adult,Male,unknown,unknown
20150524MISOF,unknown,unknown,unknown,unknown
20150527FLEVE,Adult,Male,White,unknown
20150604NCSOF,Adult,Male,White,unknown
20150604NCSOF,Adult,Female,White,unknown
20150623NEFOF,Adult,Male,Black,unknown
20150627CTSAH,unknown,Male,unknown,unknown
20150629TXJOS,Adult,Male,unknown,unknown
20150705TXCOD,Young Adult,Male,Black,unknown
20150724TXELC,Adolescent,Male,Black,unknown
20150808TXPAP,Young Adult,Male,White,unknown
20150823TXWIR,Young Adult,Male,White,unknown
20150825GAWSA,Child,Male,unknown,No
20150903ORNEN,Adult,Male,White,unknown
20150911LANOL,unknown,Male,Black,unknown
20150922NCCES,Adult,Female,White,unknown
20150930SDHAH,Adolescent,Male,White,No
20151015TXKAS,Young Adult,Female,Black,unknown
20151024TXEDS,unknown,Male,unknown,unknown
20151105GAVEM,Child,Male,unknown,No
20151111ARSUS,Teen,Male,unknown,unknown
20151120FLNAM,Teen,Male,unknown,unknown
20151204KSWEW,Adolescent,Male,Black,unknown
20160112DECED,Adolescent,Male,unknown,No
20160113ARHAB,Adolescent,Male,unknown,unknown
20160120INNOI,Adult,Male,unknown,unknown
20160122INLAI,Adolescent,Male,Black,No
20160129PABEP,Adolescent,Male,Other,No
20160209MIMUM,Young Adult,Male,Black,No
20160212AZING,Adolescent,Female,White,No
20160217FLROH,Adult,Male,unknown,unknown
20160217PACHC,Adolescent,Male,Hispanic,No
20160226TXPAP,Adult,Male,Black,unknown
20160229OHMAM,Adolescent,Male,White,No
20160315ALHUB,Young Adult,Male,Black,unknown
20160423WIANA,Young Adult,Male,White,No
20160502TXKID,Adolescent,Male,Black,unknown
20160504COEAP,Adult,Male,White,unknown
20160505MDHIB,Adult,Male,Hispanic,Yes
20160506FLOSP,Adult,Male,unknown,unknown
20160506IDROT,Adolescent,Male,unknown,unknown
20160513SCSOG,Adolescent,Male,unknown,No
20160515KSAUA,Adult,Male,unknown,unknown
20160608MAJED,Young Adult,Male,Black,Yes
20160608MAJED,Young Adult,Male,Black,Yes
20160616ILMCC,unknown,unknown,unknown,unknown
20160630CAWOH,unknown,unknown,unknown,unknown
20160725MOAVA,Young Adult,Male,White,unknown
20160817OHWEC,Adult,Male,unknown,unknown
20160819FLSOM,unknown,Male,unknown,unknown
20160902OKMCT,Adolescent,Male,unknown,unknown
20160907MIDED,unknown,unknown,unknown,unknown
20160908TXALA,Adolescent,Female,unknown,No
20160909IACEC,Adolescent,Male,unknown,unknown
20160909PASMY,unknown,Male,unknown,unknown
20160926MSTAJ,Young Adult,Male,Black,Yes
20160927OHELC,unknown,unknown,unknown,unknown
20160928SCTOT,Adolescent,Male,White,Yes
20160930ILCHC,unknown,unknown,unknown,unknown
20161006TXDUF,unknown,unknown,unknown,unknown
20161011ALVIM,Adolescent,Male,Black,No
20161013OHLIC,Adolescent,Male,Black,unknown
20161013OHLIC,Adolescent,Male,Black,unknown
20161015GABEA,unknown,Male,unknown,unknown
20161018CAJUS,Adolescent,Male,unknown,unknown
20161018CAJUS,Teen,Male,unknown,unknown
20161018CAJUS,Teen,Male,unknown,unknown
20161018CAJUS,Teen,Male,unknown,unknown
20161025UTUNS,Adolescent,Male,unknown,No
20161102COGRG,Adolescent,Male,Hispanic,unknown
20161103COBEB,Adolescent,Male,unknown,unknown
20161111MIBAA,Adult,Male,White,No
20161117MNCRS,Child,Male,unknown,unknown
20161201UTMUB,Adolescent,Male,unknown,No
20161209MOBAS,unknown,Male,unknown,unknown
20161209NVHUR,Adult,unknown,unknown,unknown
20170101DELAH,Young Adult,Male,Black,unknown
20170110ALALA,Teen,Male,unknown,unknown
20170117FLFRE,Adult,unknown,unknown,unknown
20170120OHWEW,Adolescent,Male,White,No
20170127SCSOA,Young Adult,Male,Black,unknown
20170127SCSOA,Young Adult,Male,Black,unknown
20170206LASCB,Teen,Male,unknown,unknown
20170218MNMAM,Adult,Male,unknown,unknown
20170316ALROM,Adolescent,Male,Black,unknown
20170321CAKIK,Adolescent,Male,White,Yes
20170328PALIP,Adolescent,Male,Black,unknown
20170328PALIP,Young Adult,Male,Black,unknown
20170410CANOS,Adult,Male,Black,Yes
20170415OKBOT,unknown,unknown,unknown,unknown
20170515LAMOL,Teen,Male,White,No
20170523TXKEK,Adult,Male,unknown,unknown
20170524ALGRG,Teen,Male,unknown,unknown
20170524NEMCO,Adult,Male,Black,unknown
20170526OKMCT,Adolescent,Male,unknown,unknown
20170616ILWAC,Young Adult,Male,Black,unknown
20170616ILWAC,Adolescent,Male,Black,unknown
20170616ILWAC,Adolescent,Male,Black,unknown
20170622SCWIF,Adolescent,Male,unknown,unknown
20170719WIHIM,Adult,Male,unknown,unknown
20170721UTSPS,Young Adult,Male,unknown,unknown
20170801GABAV,unknown,Male,unknown,unknown
20170817GALIL,Adult,Male,unknown,unknown
20170831CAARS,unknown,Male,unknown,unknown
20170908ARNON,unknown,unknown,unknown,unknown
20170908OHCOC,Young Adult,Male,Black,Yes
20170913WAFRR,Adolescent,Male,White,unknown
20170920ILMAM,Adolescent,Male,White,No
20170928KYSOL,Adult,Male,unknown,unknown
20170929CASUL,unknown,unknown,unknown,unknown
20170929MOLEL,Teen,Female,unknown,unknown
20170930PAPUC,Adult,Female,unknown,unknown
20171012NCCHC,Adult,Male,Black,unknown
20171012NCCHC,Adult,Male,Black,unknown
20171014NCKEK,Young Adult,Male,Black,unknown
20171020OHSTT,unknown,unknown,unknown,unknown
20171027NYPRU,unknown,Male,unknown,unknown
20171103MIPAL,Young Adult,Male,Black,No
20171109GABEC,Adolescent,Male,unknown,No
20171110GALAM,Child,Male,unknown,unknown
20171114CARAR,Adult,Male,White,Yes
20171114FLLAM,Adolescent,Male,unknown,unknown
20171117TNNOJ,unknown,unknown,unknown,unknown
20171123COMAD,unknown,Male,unknown,unknown
20171123COMAD,unknown,Male,unknown,unknown
20171123COMAD,unknown,Male,unknown,unknown
20171128CABOS,Young Adult,Male,White,unknown
20171129OHBAL,Adult,Male,White,unknown
20171130VASAV,Teen,unknown,unknown,unknown
20171207NMAZA,Young Adult,Male,White,Yes
20171209ILCHC,unknown,unknown,unknown,unknown
20171211NCHIH,Adolescent,Male,Black,unknown
20171211NCHIH,Adolescent,Male,Black,unknown
20171212TXSAP,Young Adult,Male,unknown,unknown
20171212TXSAP,Young Adult,Male,unknown,unknown
20171214TXELD,Child,unknown,unknown,unknown
20171219MIBEB,unknown,unknown,unknown,unknown
20171227CALIL,Adult,Male,unknown,unknown
20171231LAEDA,Adult,Male,unknown,unknown
20171231WAPIM,Young Adult,Male,unknown,unknown
20171231WAPIM,Young Adult,Male,unknown,unknown
20180104WANES,unknown,unknown,unknown,unknown
20180105IAFOF,Adult,Male,White,unknown
20180109AZCOS,Adolescent,Male,unknown,No
20180116VTMOM,Adult,Male,White,unknown
20180122LANEN,unknown,Male,unknown,No
20180122TXITI,Adolescent,Male,White,Yes
20180123KYMAB,Adolescent,Male,White,No
20180125ALMUM,Adolescent,Male,Black,unknown
20180126MIDED,Teen,Male,unknown,unknown
20180131PALIP,unknown,unknown,unknown,No
20180131PALIP,unknown,unknown,unknown,No
20180131PALIP,unknown,unknown,unknown,No
20180201CASAL,Child,Female,unknown,No
20180205MDOXO,Young Adult,Multiple,Black,unknown
20180205MDOXO,Adolescent,Multiple,Black,unknown
20180205MNHAM,Child,unknown,unknown,unknown
20180208NYTHN,Adolescent,Male,unknown,unknown
20180209TNPEN,Adolescent,Male,Black,unknown
20180214FLMAP,Young Adult,Male,White,Yes
20180215FLNOC,Adult,unknown,unknown,unknown
20180220OHJAM,Adolescent,Male,unknown,unknown
20180226WAOAT,Teen,Male,unknown,unknown
20180228GADAD,Adult,Male,White,Yes
20180305MOKIC,Adolescent,Male,unknown,unknown
20180307ALHUB,Adolescent,Male,Black,No
20180309KYFRL,Teen,Male,unknown,unknown
20180313CASES,Adult,Male,White,No
20180313VAGEA,Adult,Male,Black,No
20180316MTBIM,Adult,Male,unknown,No
20180319VADOP,Adult,unknown,unknown,No
20180320MDGRG,Adolescent,Male,White,No
20180328MSEUE,Young Adult,Male,White,No
20180329KYJOE,Adult,Male,White,unknown
20180409NYGLG,Adolescent,Male,unknown,unknown
20180412MORAR,unknown,Male,unknown,unknown
20180419MIJAJ,unknown,unknown,unknown,unknown
20180420FLFOO,Young Adult,Male,White,No
20180423GABEA,unknown,Male,Black,unknown
20180503SDENW,unknown,unknown,unknown,unknown
20180503TNWAW,Teen,unknown,unknown,unknown
20180505MIFOF,Adult,Male,unknown,unknown
20180511CAHIP,Adolescent,Male,unknown,unknown
20180516ILDID,Young Adult,Male,White,Yes
20180517MOCEK,Young Adult,Male,Black,unknown
20180518GAMOA,unknown,unknown,unknown,unknown
20180518TXSAS,Adolescent,Male,White,No
20180521GABEG,Adult,unknown,unknown,unknown
20180525INNON,Adolescent,Male,unknown,unknown
20180601TXMCM,Teen,Male,unknown,unknown
20180615OHVAB,Adolescent,Male,unknown,unknown
20180617ORGRP,unknown,unknown,unknown,unknown
20180621TXSKD,unknown,unknown,unknown,unknown
20180624MTSEM,Adolescent,Male,White,unknown
20180625OHFUS,Adolescent,Male,Black,unknown
20180625OHFUS,Adolescent,Male,Black,unknown
20180701TNRAM,unknown,unknown,unknown,unknown
20180703KSSUO,Adult,Male,unknown,unknown
20180711OHMIM,Teen,unknown,unknown,unknown
20180717WVHUH,Adult,Male,unknown,unknown
20180719WAWEY,unknown,unknown,unknown,unknown
20180804MDEDE,unknown,unknown,unknown,unknown
20180809NJLAM,unknown,Male,unknown,unknown
20180811TNANN,Adult,Male,Black,unknown
20180817FLPAW,unknown,unknown,unknown,unknown
20180823ALALM,unknown,unknown,unknown,unknown
20180824FLRAJ,Adolescent,Male,unknown,unknown
20180824ILMEC,unknown,Male,unknown,unknown
20180828COCOD,Adolescent,Male,unknown,unknown
20180829DETOD,Adult,Male,Black,No
20180830MIOTG,unknown,Male,unknown,unknown
20180830NCVIC,Adult,Male,Black,Yes
20180831CABAS,Teen,Male,unknown,unknown
20180831IANOE,Child,Male,White,No
20180903NYLUN,unknown,Male,unknown,unknown
20180905RIPRP,Adolescent,Male,Hispanic,Yes
20180907IAHED,unknown,unknown,unknown,unknown
20180909CAGIG,Adult,unknown,unknown,unknown
20180910ILCHC,unknown,Male,unknown,unknown
20180910TNFAM,Young Adult,Male,unknown,unknown
20180911NVCAL,Adolescent,Male,Black,unknown
20180914FLBOB,Teen,Male,unknown,unknown
20180914WAMAE,unknown,unknown,unknown,unknown
20180917ALBLH,Child,Male,unknown,unknown
20180920CACHL,Young Adult,Male,unknown,unknown
20180920CACHL,Young Adult,Male,unknown,unknown
20180920CAPOP,Adult,Male,unknown,unknown
20180924GAAPB,Teen,Male,unknown,unknown
20180924NCLAC,unknown,Male,unknown,unknown
20180924PACEP,unknown,Male,unknown,unknown
20180924PACEP,unknown,Male,unknown,unknown
20180926MDMAB,Teen,Male,unknown,unknown
20180927TXHEC,Adult,Male,unknown,unknown
20180928SDCHC,Young Adult,Male,unknown,unknown
20181002ARCHL,unknown,unknown,unknown,unknown
20181003AKDEA,Adult,Male,Black,unknown
20181004ORJAP,Adult,Female,unknown,unknown
20181005TNHAB,Adolescent,Male,unknown,unknown
20181005VALAN,unknown,Male,unknown,unknown
20181007VAVAH,unknown,Male,unknown,unknown
20181012MIBAB,unknown,unknown,unknown,unknown
20181013TNMCN,unknown,Male,Black,unknown
20181020GASHS,Young Adult,Male,Black,unknown
20181022CTDUB,Young Adult,Male,Black,unknown
20181023NHGOM,unknown,Male,unknown,unknown
20181025MICOD,unknown,unknown,unknown,unknown
20181029NCBUM,Adolescent,Male,Black,No
20181104KYCRL,Adult,Male,unknown,unknown
20181105SCACC,Child,Male,unknown,unknown
20181108CACLS,Adult,Male,Hispanic,unknown
20181108CACLS,Adult,Male,Hispanic,unknown
20181109GAGAM,Teen,Male,unknown,unknown
20181112MDEAE,unknown,Male,unknown,unknown
20181120VASIP,Adult,Male,Black,unknown
20181121MIPEP,Young Adult,Male,unknown,unknown
20181122TXSKD,Teen,Male,Black,unknown
20181122WAMOD,Adult,Male,unknown,unknown
20181124OHAFC,Adult,Male,unknown,unknown
20181128PASTP,unknown,unknown,unknown,unknown
20181210NYJEJ,Adolescent,Male,unknown,unknown
20181211KYCAC,unknown,unknown,unknown,unknown
20181213INDER,Adolescent,Male,unknown,unknown
20181214MOWIK,Teen,Male,unknown,unknown
20181218DEAIG,unknown,unknown,unknown,unknown
20190107CACEB,unknown,unknown,unknown,unknown
20190111ORCAE,Adult,Male,unknown,unknown
20190118ALCET,Young Adult,Male,Black,unknown
20190118MOHAS,unknown,Male,unknown,unknown
20190118NCSHD,unknown,Male,unknown,unknown
20190119KSLAO,unknown,Male,unknown,unknown
20190123LASOS,Adult,unknown,unknown,unknown
20190125ALDAM,Adolescent,Male,unknown,unknown
20190125TNMAM,Adolescent,Male,Black,unknown
20190125TNMAM,Adolescent,Male,Black,unknown
20190130GAMIL,Adolescent,Male,unknown,unknown
20190131TNMAM,unknown,unknown,unknown,unknown
20190131TXATA,Adolescent,Male,unknown,unknown
20190205MNMIM,Adult,Male,unknown,unknown
20190208MDFRB,Adult,Male,Black,unknown
20190212MOCEK,Young Adult,Female,Black,unknown
20190214NMV.R,Adolescent,Male,unknown,unknown
20190217COEAA,Adult,Male,Black,unknown
20190226ALROM,Teen,Male,Black,unknown
20190301KSHIM,Adult,Male,White,unknown
20190313FLLAO,Adolescent,Female,unknown,unknown
20190322ALBLB,Adult,Male,White,unknown
20190327MSSVH,unknown,unknown,unknown,unknown
20190401ARPRP,Adolescent,Male,unknown,unknown
20190403COAUA,Adult,Male,Other,unknown
20190403FLSAJ,unknown,unknown,unknown,unknown
20190405WISTM,Adult,Male,unknown,unknown
20190407MAHOL,unknown,unknown,unknown,unknown
20190410TXROH,unknown,Male,unknown,unknown
20190410TXROH,unknown,Male,unknown,unknown
20190417ILWAL,Teen,Male,unknown,unknown
20190424ARCOC,Adolescent,Male,unknown,unknown
20190425GAWYS,unknown,unknown,unknown,unknown
20190426GACRF,Adult,unknown,unknown,unknown
20190430FLWEW,Adult,unknown,N/A,unknown
20190430VACDW,Adolescent,Male,unknown,unknown
20190507COSTH,Young Adult,Male,White,No
20190507COSTH,Adolescent,Transgender,White,No
20190508ILSEC,Young Adult,Male,Hispanic,unknown
20190517FLTEJ,Young Adult,Male,Black,unknown
20190517ORPAP,Young Adult,Male,Hispanic,unknown
20190530DCHEW,unknown,unknown,unknown,unknown
20190606ILGEC,unknown,unknown,unknown,unknown
20190610ILMEW,Adolescent,Male,unknown,unknown
20190610ILMEW,Adult,Male,unknown,unknown
20190612DCHEW,unknown,unknown,unknown,unknown
20190612PAJEE,Adolescent,Male,unknown,unknown
20190612PAJEE,Young Adult,Female,unknown,unknown
20190613NJTAW,Adult,Male,White,unknown
20190621MICAF,unknown,unknown,unknown,unknown
20190629COJAC,unknown,Male,unknown,unknown
20190701NYSCN,Adult,Male,unknown,unknown
20190702AKWIA,Young Adult,Male,unknown,unknown
20190711CTBUH,Young Adult,Female,Hispanic,unknown
20190719CAMOS,Teen,Male,unknown,unknown
20190808ALBLM,Adult,Male,unknown,unknown
20190815TNEAN,Adolescent,Male,unknown,unknown
20190817GALAA,Adolescent,Male,unknown,unknown
20190820PASAC,Adult,Male,unknown,unknown
20190823GAPEC,Adolescent,Male,unknown,unknown
20190823MOPAS,unknown,Male,unknown,unknown
20190823MOROS,unknown,unknown,unknown,unknown
20190824PAWIP,unknown,Male,unknown,unknown
20190827CAHOL,unknown,unknown,unknown,unknown
20190827NYROR,Adult,Male,unknown,unknown
20190830ALLAM,Adolescent,Male,Black,unknown
20190830NCKIK,Adolescent,Male,Black,unknown
20190830OHCET,unknown,Male,unknown,unknown
20190902MDNOB,unknown,unknown,unknown,unknown
20190906ALCEC,unknown,unknown,unknown,unknown
20190906PAMCJ,Adult,Male,Black,unknown
20190906PAWEM,unknown,unknown,unknown,unknown
20190910SCSOA,Teen,Male,Black,unknown
20190912KSMAM,Adult,Male,unknown,unknown
20190913UTGRW,unknown,Male,unknown,unknown
20190913VAETN,unknown,unknown,unknown,unknown
20190914TXEAF,Adult,Male,unknown,unknown
20190916ILILK,unknown,Male,unknown,unknown
20190916VAPHH,unknown,Male,unknown,unknown
20190920PASIP,unknown,Male,unknown,unknown
20190927NCZEC,unknown,unknown,unknown,unknown
20191002GASOA,Adult,Male,unknown,unknown
20191008COSHS,Adolescent,Male,unknown,unknown
20191008TXWEH,unknown,unknown,unknown,unknown
20191009MAGRL,unknown,Male,Asian,unknown
20191009MAGRL,unknown,Male,Asian,unknown
20191011LARAR,Adolescent,Male,unknown,unknown
20191015LAGEN,unknown,Male,unknown,unknown
20191018GACRS,Young Adult,unknown,unknown,unknown
20191018OHWOT,unknown,unknown,unknown,unknown
20191022CARIS,Adolescent,Male,Black,unknown
20191027MDLAL,Adult,Male,Hispanic,unknown
20191029NYNEN,unknown,Male,Black,unknown
20191108CAEDS,unknown,unknown,unknown,unknown
20191108TXROD,unknown,Male,unknown,unknown
20191111MDACB,unknown,Male,unknown,unknown
20191113CAESL,Adult,unknown,N/A,unknown
20191114CASAS,Adolescent,Male,Asian,unknown
20191115NJPLP,Adult,Male,Black,unknown
20191121ILRIO,Young Adult,Male,Black,unknown
20191124CASEU,Young Adult,Male,Hispanic,unknown
20191124CASEU,Adolescent,Male,Hispanic,unknown
20191125ILCAC,unknown,Male,unknown,unknown
20191126WASAV,Adult,Male,Black,unknown
20191201ALMOM,Adult,Male,White,unknown
20191202WIWAW,Adolescent,Male,unknown,unknown
20191203WIOSO,Adult,Male,unknown,unknown
20191203WITHM,Adolescent,Male,unknown,unknown
20191204NMPIL,Adult,Male,Hispanic,unknown
20191210ALDED,Young Adult,Male,White,unknown
20191210KSJCK,unknown,unknown,unknown,unknown
20191210NJSAJ,Adult,Male,White,unknown
20191210NJSAJ,Adult,Female,White,unknown
20191211INEVE,unknown,unknown,unknown,unknown
20191211KSCHT,unknown,unknown,unknown,unknown
20191213VAMAN,Adolescent,Male,unknown,unknown
20191216CTCAN,Adult,Male,unknown,unknown
20191219FLLEN,Adult,Male,Hispanic,unknown
20191221LAWES,Adult,Male,Black,unknown
20191228MOMAS,Adolescent,Male,Black,unknown
20200107WASOK,Adolescent,Male,unknown,unknown
20200107WASOK,Adolescent,Male,unknown,unknown
20200108FLGLB,unknown,unknown,unknown,unknown
20200110MSMCJ,Adolescent,Male,unknown,unknown
20200111TXELD,Adolescent,Male,Black,unknown
20200114TXBEH,Adolescent,Male,unknown,unknown
20200114TXPOM,Adolescent,Male,Black,unknown
20200114TXPOM,Adolescent,Male,Black,unknown
20200117MITHH,Adult,Male,unknown,unknown
20200117SCCAS,Adolescent,Male,unknown,unknown
20200119TXNOF,Adult,Male,unknown,unknown
20200119TXNOF,Adult,Male,unknown,unknown
20200121ILLIC,unknown,Male,unknown,unknown
20200121NEPAL,unknown,unknown,unknown,unknown
20200123CAOXO,unknown,unknown,unknown,unknown
20200127WAROY,Young Adult,Male,Hispanic,unknown
20200128NYMAQ,Adolescent,Male,unknown,unknown
20200128TNWHM,Young Adult,Male,Black,unknown
20200128TXLUL,Adolescent,Male,Black,unknown
20200131CADEA,Adolescent,Male,unknown,unknown
20200201TXHIH,Adult,Male,unknown,unknown
20200203FLGEJ,unknown,unknown,unknown,unknown
20200204LABEA,Adolescent,Male,Black,unknown
20200205NHSEC,Adolescent,Male,unknown,No
20200212MOJOF,Adult,Male,unknown,unknown
20200215DCDUW,unknown,unknown,unknown,unknown
20200221NMCEA,unknown,unknown,unknown,unknown
20200302TXNOF,Teen,Male,unknown,unknown
20200305FLSAW,Adult,Male,Hispanic,unknown
20200310PASHN,Adult,Male,unknown,unknown
20200313TNPIR,Adult,Male,unknown,unknown
20200315TXATH,Young Adult,Male,Black,unknown
20200318LABOS,Teen,Male,unknown,unknown
20200324LAROM,Adult,Male,unknown,unknown
20200324LAROM,Adult,Male,unknown,unknown
20200324LAROM,Adult,Male,unknown,unknown
20200330GANAS,unknown,unknown,unknown,unknown
20200330GANAS,unknown,unknown,unknown,unknown
20200413NEMOO,unknown,Male,unknown,unknown
20200505CAGOV,unknown,unknown,unknown,unknown
20200515NCSTC,Adult,Male,White,unknown
20200519VAWEM,Young Adult,Male,unknown,unknown
20200522OHMIC,unknown,unknown,unknown,unknown
20200525ALORM,unknown,Male,unknown,unknown
20200527OHLUC,Young Adult,Male,unknown,unknown
20200527OHLUC,Adult,Male,unknown,unknown
20200603IAGAD,Adult,Male,unknown,unknown
20200618INJOI,unknown,unknown,unknown,unknown
20200621INCOC,Adolescent,Male,unknown,unknown
20200621INCOC,Adolescent,Male,unknown,unknown
20200621INCOC,Adolescent,Male,unknown,unknown
20200616FLTOM,unknown,Male,unknown,unknown
