Incident_ID,Year,Quarter,School,City,State,Targets,Bullied,Domestic_Violence,Gang_Related,Preplanned
20030410CAWAW,2003,Spring,Walnut High School,Walnut,CA,Victims Targeted,0,0,0,0
20030401DCCAW,2003,Spring,Cardozo High School,Washington,DC,Victims Targeted,0,0,1,0
20030330CAROW,2003,Spring,Rolling Hills Middle School,Watsonville,CA,Victims Targeted,0,0,1,0
20030321MSNOM,2003,Spring,Northeast High School,Meridian,MS,Victims Targeted,,0,0,0
20030318IACLG,2003,Spring,Clayton Ridge High School,Guttenberg,IA,Victims Targeted,0,0,0,0
20030205CORAW,2003,Winter,Ranum High School,Westminster,CO,Victims Targeted,0,0,0,0
20030130OKJEJ,2003,Winter,Jenks High School,Jenks,OK,Victims Targeted,,0,0,0
20030121KYWEO,2003,Winter,West Carter Middle School,Olive Hill,KY,Victims Targeted,0,0,0,0
20021216ILENC,2002,Winter,Englewood High School,Chicago,IL,Both,0,1,0,0
20021212WAWIC,2002,Winter,Wind River Middle School,Carson,WA,null,,0,0,
20021202MIOSD,2002,Winter,Osborn High School,Detroit,MI,Neither,0,0,0,0
20021115TXSCS,2002,Fall,Scurry-Rosser High School,Scurry,TX,Victims Targeted,0,0,0,
20021115CAAML,2002,Fall,Ambler Avenue Elementary School,Los Angeles,CA,null,0,0,unknown,0
20021107MOSTL,2002,Fall,St. James Catholic School,Liberty,MO,Victims Targeted,0,1,0,0
20021029NJLIJ,2002,Fall,Lincoln High School,Jersey City,NJ,Victims Targeted,0,0,0,0
20021007MDBEB,2002,Fall,Benjamin Tasker Middle School,Bowie,MD,Random Shooting,0,0,0,0
20021004TXPAS,2002,Fall,Page Middle School,San Antonio,TX,Victims Targeted,1,0,0,0
20021004MTCMG,2002,Fall,C M Russell HIgh School,Great Falls,MT,Victims Targeted,0,0,1,0
20020426LAABN,2002,Spring,Abramson High School,New Orleans,LA,Random Shooting,0,0,0,0
20020406MDLEB,null,null,null,null,null,null,,unknown,unknown,
null,null,null,No,Yes,N/A,null,,unknown,unknown,
20020322CAJOC,2002,Spring,John Barrett Middle School,Carmichael,CA,Victims Targeted,0,0,0,1
20020207ILROC,2002,Winter,Roosevelt High School,Chicago,IL,Both,0,0,0,0
20020206CAGAL,2002,Winter,Gardena High School,Los Angeles,CA,Victims Targeted,0,0,0,0
20020201TXBRB,2002,Winter,Brock High School,Brock,TX,Victims Targeted,0,1,0,0
20020124PAOLO,2002,Winter,Oley High School (bus),Oley,PA,Neither,0,0,0,0
20020115NYMAN,2002,Winter,"Martin Luther King, Jr. High School",New York,NY,Victims Targeted,1,0,1,0
20020111MSRAJ,2002,Winter,Raymond High School,Jackson,MS,Victims Targeted,0,0,0,1
20011130TXFRF,2001,Fall,Friendswood Junior High School,Friendswood,TX,null,0,0,0,0
20011112MICAC,2001,Fall,Caro Learning Center,Caro,MI,Victims Targeted,0,0,0,0
20011026MIBES,2001,Fall,Benito Juarez Academy,Siginaw,MI,Random Shooting,0,0,0,0
20011026CARER,2001,Fall,Redondo Union High School,Redondo Beach,CA,Random Shooting,0,0,0,0
20011012UTTAT,2001,Fall,Taylorsville High School,Taylorsville,UT,Victims Targeted,0,0,0,0
20010921MDLAB,2001,Fall,Lake Clifton Eastern High School,Baltimore,MD,Victims Targeted,0,0,1,0
20010912KYLAC,2001,Fall,Latonia Elementary School,Covington,KY,Victims Targeted,0,0,0,0
20010730CABEL,2001,Summer,Belmont High School,Los Angeles,CA,null,0,0,unknown,0
20010607TXOUA,2001,Summer,Ousley Junior High School,Arlington,TX,Random Shooting,N/A,N/A,N/A,N/A
20010515TXENE,2001,Spring,Ennis High School,Ennis,TX,Neither,0,0,0,0
20010425OHJOC,2001,Spring,John Marshall High School,Cleveland,OH,null,0,0,unknown,0
20010420LAMOM,2001,Spring,Monroe City Alternative Center,Monroe,LA,null,0,0,0,
20010410WAWAM,2001,Spring,Wahluke High School,Mattawa,WA,Neither,0,0,0,0
20010402TXKLH,2001,Spring,Kleb Intermediate School,Houston,TX,Victims Targeted,0,0,0,0
20010330INLEG,2001,Spring,Lew Wallace High School,Gary,IN,Victims Targeted,1,0,1,0
20010322CAGRE,2001,Spring,Granite Hills High School,El Cajon,CA,Random Shooting,0,0,0,0
20010307WAKEC,2001,Spring,Kentwood High School,Covington,WA,Neither,0,0,0,0
20010307PABIW,2001,Spring,Bishop Neumann High School,Williamsport,PA,Victims Targeted,1,0,0,0
20010306MDLAL,2001,Spring,Largo High School,Largo,MD,Victims Targeted,0,0,0,0
20010305CASAS,2001,Spring,Santana High School,Santee,CA,Random Shooting,1,0,0,1
20010302CAHOS,2001,Spring,Hoover High School,San Diego,CA,Victims Targeted,0,0,0,0
20010202MIOSD,2001,Winter,Osborn High School,Detroit,MI,null,0,0,0,0
20010117MDLAB,2001,Winter,Lake Clifton Eastern High School,Baltimore,MD,Victims Targeted,0,0,0,0
20010110CAHUO,2001,Winter,Hueneme High School,Oxnard,CA,Random Shooting,0,0,1,0
20010103CABAS,2001,Winter,Balboa High School,San Francisco,CA,Neither,0,0,0,0
20001221FLNOM,2000,Winter,Norland Elementary School,Miami,FL,Victims Targeted,0,0,0,0
20001207CARIR,2000,Winter,Richmond High School,Richmond,CA,null,0,0,1,0
20001201CAJUS,2000,Winter,Junipero Serra High School,San Diego,CA,Victims Targeted,0,0,0,0
20001201CAGRL,2000,Winter,Granada Hills High School,Los Angeles,CA,Victims Targeted,0,0,0,0
20001101TXNEC,2000,Fall,Newman Smith High School,Carrollton,TX,null,0,0,0,0
20001024AZPIG,2000,Fall,Pioneer Elementary School,Glendale,AZ,Random Shooting,0,0,0,0
20001005MNMIM,2000,Fall,Minneapolis North High School,Minneapolis,MN,null,0,0,1,0
20000926LACAN,2000,Fall,Carter G. Woodson Middle School,New Orleans,LA,Victims Targeted,0,0,0,0
20000918OHMOM,2000,Fall,Mount Healthy North Junior High,Mount Healthy,OH,Neither,0,0,0,0
20000907ILLOR,2000,Fall,Longfellow Elementary School,Rock Island,IL,Victims Targeted,0,0,0,0
20000905OHBIB,2000,Fall,Bidwell Porter Elementary School,Bidwell,OH,Victims Targeted,0,1,0,0
20000726OHTIC,2000,Summer,Timken Senior High School,Canton,OH,Victims Targeted,0,0,0,0
20000717WADIR,2000,Summer,Dimmitt Middle School,Renton,WA,Neither,,0,0,1
20000526FLLAL,2000,Spring,Lake Worth Middle School,Lake Worth,FL,Victims Targeted,0,0,0,0
20000510AZCAS,2000,Spring,Carmichael Elementary School,Sierra Vista,AZ,Victims Targeted,0,1,0,0
20000502COTHD,2000,Spring,Thomas Jefferson High School,Denver,CO,Victims Targeted,0,0,0,0
20000410AZLAT,2000,Spring,La Cima Middle School,Tucson,AZ,Victims Targeted,0,0,0,0
20000406OKHUH,2000,Spring,Hugo High School,Hugo,OK,Victims Targeted,0,0,0,0
20000323OHMCL,2000,Spring,McKinley Elementary School,Lisbon,OH,null,,0,0,0
20000310GABES,2000,Spring,Beach High School,Savannah,GA,null,,0,0,0
20000229MIBUF,2000,Winter,Buell Elementary School,Flint,MI,Victims Targeted,0,0,0,0
20000214ILDUC,2000,Winter,Duke Ellington Elementary School,Chicago,IL,Random Shooting,0,0,0,0
20000210PAPEY,2000,Winter,Penn Wood East Junior High School,Yeadon,PA,Victims Targeted,0,0,0,0
20000126NESOO,2000,Winter,South High School,Omaha,NE,Both,0,0,0,0
20000126CAALM,2000,Winter,Alicia Reyes Elementary School,Merced,CA,Victims Targeted,1,0,0,0
20000120NCERA,2000,Winter,Erwin High School,Asheville,NC,Random Shooting,0,0,0,1
20000119FLRIN,2000,Winter,Ridgewood High School,New Port Richey,FL,Random Shooting,0,0,0,0
20000113NMALA,2000,Winter,Albuquerque High School,Albuquerque,NM,Victims Targeted,0,0,1,0
20000110AKBAA,2000,Winter,Bartlett High School,Anchorage,AK,Victims Targeted,0,0,0,0
19991206OKFOF,1999,Winter,Fort Gibson Middle School,Fort Gibson,OK,Random Shooting,0,0,0,0
19991119NMDED,1999,Fall,Deming Middle School,Deming,NM,Victims Targeted,0,0,0,0
19991117TXDID,1999,Fall,Dickinson High School,Dickinson,TX,Random Shooting,0,0,0,0
19991026WVGUB,1999,Fall,Guyan Valley High School,Branchland,WV,Victims Targeted,0,1,0,0
19991026PAMAP,1999,Fall,Martin Luther King High School,Philadelphia,PA,Victims Targeted,0,0,0,0
19991021CASAP,1999,Fall,San Fernando High School,Pacoima,CA,Victims Targeted,0,0,unknown,0
19991011NVCLL,1999,Fall,Clark High School,Las Vegas,NV,Both,0,0,1,0
19991004SDJOP,1999,Fall,John Bartram High School,Philadelphia City,SD,Random Shooting,0,0,0,0
19990927FLEGT,1999,Fall,Egypt Lake Elementary School,Tampa,FL,Random Shooting,0,0,0,0
19990909CASAS,1999,Fall,Santa Teresa High School,San Jose,CA,Victims Targeted,0,0,0,0
19990825GAJAM,1999,Summer,Jasper County High School,Monticello,GA,Victims Targeted,0,0,0,0
19990520GAHEC,null,null,null,null,null,null,,unknown,unknown,
null,null,null,Conyers,GA,null,null,0,0,1,unknown
19990422LASCB,1999,Spring,Scotlandville Middle School,Baton Rouge,LA,Both,0,0,0,0
19990422GAMAA,1999,Spring,Martin Luther King Jr. Middle School,Atlanta,GA,Victims Targeted,0,0,0,0
19990420COCOL,1999,Spring,Columbine High School,Littleton,CO,Both,1,0,0,1
19990416IDNON,1999,Spring,Notus Jr. Sr. High School,Notus,ID,Random Shooting,0,0,0,0
19990304ILNIS,1999,Spring,Niles West High School,Skokie,IL,Victims Targeted,0,1,0,0
19990211MSJEP,1999,Winter,Jefferson-Todd Educational Center,Purvis,MS,Random Shooting,0,0,0,0
19990211ILOME,1999,Winter,Ombudsman Educational Service Center,Elgin,IL,Victims Targeted,0,0,1,0
19990121TXRIN,1999,Winter,Richland High School,North Richland Hills,TX,Victims Targeted,,0,0,0
19990114NYHAN,1999,Winter,Harry S. Truman High School,New York,NY,Victims Targeted,0,0,0,0
19990108GACEC,1999,Winter,Central High School,Carrollton,GA,Victims Targeted,0,1,0,0
19981211INBEI,1998,Winter,Ben Davis Junior High School,Indianapolis,IN,Random Shooting,0,0,0,0
19981203INERG,1998,Winter,Ernie Elementary School,Gary,IN,Victims Targeted,0,0,0,0
19981130NYHAH,1998,Fall,Hancock Middle High School,Hancock,NY,Victims Targeted,,unknown,0,0
19981103PAMAP,1998,Fall,Martin Luther King High School,Philadelphia,PA,Victims Targeted,0,0,0,0
19980930FLNOM,1998,Fall,North Miami High School,Miami,FL,Both,0,0,1,0
19980930FLLEL,1998,Fall,Leesburg High School,Leesburg,FL,Victims Targeted,0,0,0,0
19980911CAHEG,1998,Fall,Herbert Hoover High School,Glendale,CA,Victims Targeted,0,0,1,0
19980615VAARR,1998,Summer,Armstrong High School,Richmond,VA,Both,,0,1,0
19980529FLSTF,1998,Spring,Stranahan High School,Ft. Lauderdale,FL,Victims Targeted,0,1,0,0
19980527CAWAP,1998,Spring,Washington Middle School,Pasadena,CA,Victims Targeted,0,0,1,0
19980521WAONO,1998,Spring,Onalaska High School,Onalaska,WA,Victims Targeted,0,1,0,0
19980521ORTHS,1998,Spring,Thurston High School,Springfield,OR,Random Shooting,0,0,0,1
19980521CARIR,1998,Spring,Rialta High School,Rialto,CA,Victims Targeted,1,0,0,0
19980519TNLIF,1998,Spring,Lincoln County High School,Fayetteville,TN,Victims Targeted,0,1,0,0
19980501NYPUB,1998,Spring,Public School 18,Buffalo,NY,Victims Targeted,0,1,0,0
19980501FLNOM,1998,Spring,North Miami Senior High School,Miami,FL,Victims Targeted,0,0,1,0
19980428WIPAP,1998,Spring,Pardeeville Elementary School,Pardeeville,WI,Victims Targeted,0,0,0,0
19980428CAPHP,1998,Spring,Philadelphia Elementary School,Pomona,CA,Victims Targeted,0,0,1,0
19980424PAPAE,1998,Spring,Parker Middle School,Edinboro,PA,Random Shooting,0,0,0,0
19980423CACUL,1998,Spring,Culver City High School,Los Angeles,CA,null,0,0,1,0
19980331WIOAO,1998,Spring,Oakfield Middle School,Oakfield,WI,Random Shooting,0,0,0,0
19980330NCGRC,1998,Spring,Grey Culbreth Middle School,Chapel Hill,NC,Victims Targeted,0,0,0,0
19980325MICOC,1998,Spring,Coldwater High School,Coldwater,MI,Victims Targeted,0,0,0,0
19980325CAFED,1998,Spring,Fernando Rivera Middle School,Daly City,CA,Victims Targeted,0,0,0,0
19980324ARWEJ,1998,Spring,Westside Middle School,Jonesboro,AR,Random Shooting,0,0,0,1
19980227VAMAF,1998,Winter,Marshall High School,Fairfax,VA,Victims Targeted,0,0,1,0
19980225MIRER,1998,Winter,Reed City High School,Reed City,MI,Victims Targeted,,0,0,0
19980212NJHOH,1998,Winter,Hoboken High School,Hoboken,NJ,Victims Targeted,0,1,0,0
19971215ARSTS,1997,Winter,Stamps High School,Stamps,AR,Random Shooting,,0,0,0
19971201KYHEW,1997,Winter,Heath High School,West Paducah,KY,Random Shooting,1,0,0,1
19971113CACRS,1997,Fall,Creekside Elementary School,Sacramento,CA,Victims Targeted,0,1,0,0
19971107FLRIJ,1997,Fall,Ribault High School,Jacksonville,FL,Victims Targeted,0,0,0,0
19971022CAJON,1997,Fall,John Glenn High School,Norwalk,CA,Victims Targeted,0,1,0,0
19971020CAMCO,1997,Fall,McClymonds High School,Oakland,CA,Victims Targeted,0,unknown,0,0
19971015FLLIP,1997,Fall,Lincoln Middle School,Palmetto,FL,null,,0,0,0
19971014TXLAG,1997,Fall,Lakeview Centennial High School,Garland,TX,Victims Targeted,0,0,0,0
19971010INWAG,1997,Fall,Wallace High School,Gary,IN,Both,0,0,1,0
19971005OKMOO,1997,Fall,Moore West Junior High School,Oklahoma City,OK,Victims Targeted,0,0,0,0
19971001MSPEP,1997,Fall,Pearl High School,Pearl,MS,Both,1,1,0,1
19970624ALJEM,1997,Summer,Jefferson Davis High School,Montgomery,AL,Victims Targeted,,0,0,
19970520OHDUD,1997,Spring,Dunbar High School,Dayton,OH,Random Shooting,0,0,0,0
19970513FLNOM,1997,Spring,Northwestern High School,Miami,FL,Victims Targeted,0,0,0,0
19970430NYCIN,1997,Spring,City-as-School High School,New York,NY,null,,0,unknown,0
19970428CAJOL,1997,Spring,John Marshall High School,Los Angeles,CA,Victims Targeted,0,0,1,0
19970403CAMAM,1997,Spring,Maria Del Rey Junior High School,Mar Vista,CA,null,0,0,1,0
19970317MIPED,1997,Spring,Pershing High School,Detroit,MI,Victims Targeted,0,0,0,0
19970221NVRAL,1997,Winter,Rancho High School,Las Vegas,NV,Victims Targeted,0,0,1,0
19970220FLFIJ,1997,Winter,First Coast High School,Jacksonville,FL,Victims Targeted,0,0,0,0
19970219AKBEB,1997,Winter,Bethel Regional High School,Bethel,AK,Random Shooting,1,0,0,1
19970213NYSAB,1997,Winter,Samuel Gompers High School,Bronx,NY,Victims Targeted,0,0,0,0
19970213NYMOB,1997,Winter,Morris High School,Bronx,NY,Random Shooting,0,0,0,0
19970206MSWIJ,1997,Winter,Wingfield High School,Jackson,MS,Victims Targeted,0,0,0,0
19970127FLCOW,1997,Winter,Conniston Middle School,West Palm Beach,FL,Victims Targeted,0,0,0,0
19970108NYCRN,1997,Winter,Crown Heights High School,New York,NY,Both,0,0,1,0
19961127CAHIS,1996,Fall,Highlands High School,Sacramento,CA,Victims Targeted,N/A,N/A,N/A,N/A
19961014MOSUS,1996,Fall,Sumner High School,St. Louis,MO,Victims Targeted,0,0,unknown,0
19961009ARJAS,1996,Fall,Jacksonville High School bus,Sherwood,AR,Victims Targeted,0,0,0,0
19961004CASTP,1996,Fall,St. Bernard High School,Playa Del Rey,CA,null,0,0,unknown,0
19961002PASMP,1996,Fall,Smedley Elementary School,Philadelphia,PA,Victims Targeted,0,1,0,0
19960925GADED,1996,Fall,Dekalb Alternative School,Decatur,GA,Victims Targeted,0,0,0,0
19960726CAJOL,1996,Summer,John Marshall High School,Los Angeles,CA,Both,0,0,0,0
19960604CAWEH,1996,Summer,West Valley High School,Hemet,CA,Victims Targeted,0,0,0,0
19960522CACOC,1996,Spring,Colton High School,Colton,CA,Victims Targeted,,0,1,0
19960514UTBIT,1996,Spring,Bingham Middle School,Taylorsville,UT,Victims Targeted,0,0,0,0
19960415DCMCW,1996,Spring,McKinley High School,Washington,DC,null,0,0,unknown,0
19960411ALTAT,1996,Spring,Talladega High School,Talladega,AL,Victims Targeted,0,0,unknown,0
19960319NVSWL,1996,Spring,Swainston Middle School,Las Vegas,NV,null,,0,0,0
19960311NCNON,1996,Spring,North Stanley High School,New Longdon,NC,Victims Targeted,0,0,0,0
19960229MOBES,1996,Winter,Beaumont High School (bus),St. Louis,MO,Victims Targeted,0,0,0,0
19960222GAJES,1996,Winter,Jenkins High School,Savannah,GA,Victims Targeted,0,0,0,0
19960208CAMIM,1996,Winter,Mid-Peninsula High School,Menlo Park,CA,Random Shooting,0,0,0,0
19960202WAFRM,1996,Winter,Frontier Middle School,Moses Lake,WA,Both,1,1,0,1
19960126TNEAM,1996,Winter,East High School,Memphis,TN,Random Shooting,0,0,0,0
19960119DCWIW,1996,Winter,Winston Education Center,Washington,DC,Victims Targeted,0,0,0,0
19960102PAGIG,null,null,null,null,null,null,,unknown,unknown,
null,null,null,null,null,null,null,,unknown,unknown,
19951128NYTHN,1995,Fall,Thomas A. Edison Vocational and Technical High School,New York,NY,Victims Targeted,0,0,0,0
19951115TNRIL,1995,Fall,Richland High School,Lynnville,TN,Both,1,0,0,1
19951102FLBLM,1995,Fall,Blue Lake Elementary School (bus),Miami Beach,FL,Random Shooting,0,0,0,0
19951030VAJOR,null,null,null,null,null,null,,unknown,unknown,
null,null,null,null,null,null,null,,unknown,unknown,
19951023FLLAC,1995,Fall,Lake Howell High School,Casselberry,FL,Victims Targeted,0,0,0,0
19951012SCBLB,null,null,null,null,null,null,,unknown,unknown,
null,null,null,null,null,null,null,,unknown,unknown,
19950929FLTAT,1995,Fall,Tavares Middle School,Tavares,FL,Victims Targeted,1,0,1,0
19950927ALBLP,1995,Fall,Blount High School,Prichard,AL,Victims Targeted,0,0,0,0
19950915KYGEW,1995,Fall,George Rogers Clark High School,Winchester,KY,Victims Targeted,,0,0,0
19950914KSOLO,1995,Fall,Olathe North High School,Olathe,KS,Victims Targeted,0,0,1,0
19950912TNCYM,null,null,null,null,null,null,,unknown,unknown,
null,null,null,null,null,null,null,,unknown,unknown,
19950829TXMEL,1995,Summer,Memorial Middle School,Laredo,TX,Victims Targeted,0,1,0,0
19950614FLLAL,null,null,null,null,null,null,,unknown,unknown,
null,null,null,null,null,null,null,,unknown,unknown,
19950327MIRED,1995,Spring,Redford High School,Detroit,MI,Victims Targeted,0,0,1,0
19950303MIPED,1995,Spring,Pershing High School,Detroit,MI,Victims Targeted,0,0,unknown,0
19950208NECHS,null,null,null,null,null,null,,unknown,unknown,
null,null,null,No,null,null,null,,unknown,unknown,
19950202CAJOL,1995,Winter,Jordan High School,Long Beach,CA,Victims Targeted,0,0,1,0
19950124DCSPW,1995,Winter,Spingarn High School,Washington,DC,Victims Targeted,0,0,unknown,0
19950123CASAR,1995,Winter,Sacred Heart Middle School,Redlands,CA,Victims Targeted,0,0,0,0
19950112WAGAS,1995,Winter,Garfield High School,Seattle,WA,Victims Targeted,,0,0,0
19950110FLPAP,1995,Winter,Palm Beach Gardens High School,Palm Beach Gardens,FL,Victims Targeted,0,0,0,0
19950105DCCAW,1995,Winter,Cardozo Senior High School,Washington,DC,Both,0,0,1,0
19941115WASTT,1994,Fall,Stadium High School,Tacoma,WA,Victims Targeted,0,0,0,0
19941108IAWEM,1994,Fall,West Delaware High School,Manchester,IA,Random Shooting,0,0,0,0
19941107OHWIW,1994,Fall,Wickliffe Middle School,Wickliffe,OH,Random Shooting,0,0,0,0
19941105CATHS,1994,Fall,Thomas Jefferson Elementary School,San Leandro,CA,Victims Targeted,0,unknown,0,0
19941031CAALA,1994,Fall,Aliso Niguel High school,Aliso Veijo,CA,Victims Targeted,0,1,0,0
19941017ILHUC,1994,Fall,Hubbard High School,Chicago,IL,Both,0,0,1,0
19941012NCGRG,1994,Fall,Grimsley High School,Greensboro,NC,Victims Targeted,0,0,0,0
19940922ORLEL,1994,Fall,Lebanon Union High School,Lebanon,OR,Random Shooting,0,0,0,0
19940919CALOL,1994,Fall,Locke High School,Los Angeles,CA,Both,0,0,1,0
19940908NYSWA,1994,Fall,Sweet Home High School,Albany,NY,Victims Targeted,1,0,0,0
19940907CAHOL,1994,Fall,Hollywood High School,Los Angeles,CA,Victims Targeted,0,0,1,0
19940725IAOTO,1994,Summer,Ottumwa High School,Ottumwa,IA,Victims Targeted,0,0,0,0
19940724PAMAM,1994,Summer,Manchester Elementary School,Manchester,PA,Victims Targeted,0,0,0,0
19940526KYLAU,1994,Spring,Larry A. Ryle High School,Union,KY,Neither,0,0,0,0
19940525NJLAW,1994,Spring,Lakeland Regional High School,Wanaque,NJ,Victims Targeted,0,0,0,0
19940525INLAS,1994,Spring,LaSalle High School,South Bend,IN,Victims Targeted,0,0,0,0
19940502FLNON,1994,Spring,North Miami High School,North Miami,FL,Random Shooting,0,0,0,0
19940421TNJTN,1994,Spring,J T Moore Middle School,Nashville,TN,Neither,0,0,0,0
19940420INDIS,1994,Spring,Dickinson Middle School,South Bend,IN,Random Shooting,0,0,unknown,0
19940419DCELW,1994,Spring,Eliot Junior High School,Washington,DC,null,0,0,unknown,0
19940413CA49L,1994,Spring,49th Street Elementary School,Los Angeles,CA,Victims Targeted,0,0,0,0
19940412MTMAB,1994,Spring,Margaret Leary Elementary School,Butte,MT,Random Shooting,1,0,0,0
19940408MDLAU,1994,Spring,Largo High School,Upper Marlboro,MD,Random Shooting,0,0,0,0
19940405TXMCA,1994,Spring,McNeil High School,Austin,TX,Random Shooting,0,0,0,0
19940325GAETC,1994,Spring,Etowah High School,Cherokee County,GA,Victims Targeted,1,0,0,0
19940323WABAS,1994,Spring,Ballard High School,Seattle,WA,Random Shooting,0,0,1,0
19940315SCGOC,1994,Spring,Goose Creek High School,Charleston,SC,Random Shooting,0,0,0,0
19940309DCEAW,1994,Spring,Eastern High School,Washington,DC,Victims Targeted,0,0,0,0
19940303ALENB,1994,Spring,Ensley High School,Birmingham,AL,Victims Targeted,0,0,1,0
19940301MOKEB,1994,Spring,Kemper Military School and College,Boonville,MO,Both,0,1,0,0
