Incident_ID,Year,Quarter,School,City,State,Targets,Bullied,Domestic_Violence,Gang_Related,Preplanned
20200111TXELD,2020,Winter,Ellis Davis Field House,Dallas,TX,Both,0,0,0,0
20200110MSMCJ,2020,Winter,McWillie Elementary School,Jackson,MS,null,0,0,0,0
20200108FLGLB,2020,Winter,Glades Central Community High School,Belle Glade,FL,Neither,0,0,0,0
20200107WASOK,2020,Winter,Southridge High School,Kennewick,WA,Neither,0,0,0,0
20191228MOMAS,2019,Winter,Mason-Clark Middle School,St. Louis,MO,Victims Targeted,0,0,unknown,0
20191221LAWES,2019,Winter,West St. John Elementary School,St. John the Baptist Parish,LA,null,0,0,0,0
20191219FLLEN,2019,Winter,Lely High School,Naples,FL,Victims Targeted,0,1,0,0
20191216CTCAN,2019,Winter,Catholic Academy of New Haven,New Haven,CT,Victims Targeted,0,0,1,0
20191213VAMAN,2019,Winter,Maury High School,Norfolk,VA,Neither,0,0,0,0
20191211KSCHT,2019,Winter,Chase Middle School,Topeka,KS,null,0,0,0,0
20191211INEVE,2019,Winter,Evans Elementary School,Evansville,IN,null,0,0,0,0
20191210NJSAJ,2019,Winter,Sacred Heart School,Jersey City,NJ,Neither,0,0,0,0
20191210KSJCK,2019,Winter,J C Harmon High School,Kansas City,KS,null,0,0,unknown,0
20191210ALDED,2019,Winter,Decatur High School,Decatur,AL,Victims Targeted,0,1,0,0
20191204NMPIL,2019,Winter,Picacho Middle School,Las Cruces,NM,Neither,0,0,0,0
20191203WITHM,2019,Winter,Thomas Jefferson Middle School,Madison,WI,Victims Targeted,0,0,0,0
20191203WIOSO,2019,Winter,Oshkosh West High School,Oshkosh,WI,NA,,unknown,unknown,
20191202WIWAW,2019,Winter,Waukesha South High School,Waukesha,WI,null,unknown,0,0,unknown
20191201ALMOM,2019,Winter,Mountain Brook High School,Mountain Brook,AL,Victims Targeted,0,1,0,0
20191126WASAV,2019,Fall,Sarah J. Anderson Elementary School,Vancouver,WA,Victims Targeted,0,1,0,0
20191125ILCAC,2019,Fall,Catalyst Circle Rock Charter School,Chicago,IL,Victims Targeted,0,0,unknown,0
20191124CASEU,2019,Fall,Searles Elementary School,Union City,CA,Random Shooting,0,0,1,0
20191121ILRIO,2019,Fall,Rich Central High School,Olympia Fields,IL,Random Shooting,0,0,0,0
20191115NJPLP,2019,Fall,Pleasantville High School,Pleasantville,NJ,Both,0,0,unknown,0
20191114CASAS,2019,Fall,Saugus High School,Santa Clarita,CA,Random Shooting,0,0,0,1
20191113CAESL,2019,Fall,Esteban Torres High School,Los Angeles,CA,NA,N/A,N/A,N/A,N/A
20191111MDACB,2019,Fall,Achievement Academy,Baltimore,MD,Victims Targeted,0,0,0,0
20191108TXROD,2019,Fall,Robert L. Thornton Elementary School,Dallas,TX,Victims Targeted,0,0,0,0
20191108CAEDS,2019,Fall,Edison High School,Stockton,CA,null,0,0,unknown,0
20191029NYNEN,2019,Fall,New Dawn Charter High School,New York,NY,Both,,0,0,0
20191027MDLAL,2019,Fall,Laurel Woods Elementary School,Laurel,MD,Both,0,0,unknown,0
20191022CARIS,2019,Fall,Ridgway High School,Santa Rosa,CA,Victims Targeted,0,0,1,0
20191022NJBRB,2019,Fall,Brick Memorial High School,Brick Township,NJ,Victims Targeted,,0,unknown,0
20191018OHWOT,2019,Fall,Woodward High School,Toledo,OH,null,0,0,unknown,0
20191018GACRS,2019,Fall,Creekside High School,South Fulton,GA,null,,unknown,unknown,0
20190918MNFOC,2019,Fall,Fond Du Lac Ojibwe High School,Cloquet,MN,Victims Targeted,0,1,0,0
20191015LAGEN,2019,Fall,George Washington Carver High School,New Orleans,LA,null,0,0,unknown,0
20191011LARAR,2019,Fall,Rayne High School,Rayne,LA,Victims Targeted,0,0,0,0
20191009MAGRL,2019,Fall,Greenhalge Elementary School,Lowell,MA,Random Shooting,,0,0,0
20191008TXWEH,2019,Fall,Westbury High School,Houston,TX,null,,unknown,unknown,
20191008COSHS,2019,Fall,Sheridan High School,Sheridan,CO,Victims Targeted,0,0,0,0
20191002GASOA,2019,Fall,South Atlanta High School,Atlanta,GA,Neither,0,0,0,0
20190927NCZEC,2019,Fall,Zebulon B. Vance High School,Charlotte,NC,null,0,0,0,0
20190927CADER,2019,Fall,De Anza High School,Richmond,CA,Both,0,0,1,0
20190920PASIP,2019,Fall,Simon Gratz High School Mastery Charter,Philadelphia,PA,null,,0,unknown,0
20190916VAPHH,2019,Fall,Phoebus High School,Hampton,VA,Victims Targeted,0,0,unknown,0
20190916ILILK,2019,Fall,Illinois Central School Bus,Kankakee,IL,Victims Targeted,0,0,1,0
20190914TXEAF,2019,Fall,Eastern Hills High School,Fort Worth,TX,Both,0,0,0,0
20190913VAETN,2019,Fall,Ethel M. Gildersleeve Middle School,Newport News,VA,null,0,0,unknown,0
20190913UTGRW,2019,Fall,Granger High School,West Valley City,UT,Neither,0,0,1,0
20190912KSMAM,2019,Fall,Manhattan High School,Manhattan,KS,null,0,0,unknown,0
20190910SCSOA,2019,Fall,South Aiken High School,Aiken,SC,Victims Targeted,0,0,0,0
20190906PAWEM,2019,Fall,West Palmer High School,Morrisville,PA,null,0,0,unknown,0
20190906PAMCJ,2019,Fall,McKee Middle School,Jeannette,PA,Victims Targeted,0,0,0,0
20190906ALCEC,2019,Fall,Center Point High School,Center Point,AL,null,0,0,unknown,0
20190902MDNOB,2019,Fall,Northwood Elementary School,Baltimore,MD,null,0,0,unknown,0
20190830OHCET,2019,Summer,Central Catholic High School,Toledo,OH,Random Shooting,0,0,0,0
20190830NCKIK,2019,Summer,Kinston High School,Kingston,NC,Neither,0,0,unknown,0
20190830ALLAM,2019,Summer,Ladd-Peebles Stadium,Mobile,AL,Both,0,0,1,0
20190827NYROR,2019,Summer,Roosevelt High School,Roosevelt,NY,Victims Targeted,0,0,0,0
20190827CAHOL,2019,Summer,Hollenbeck Middle School,Los Angeles,CA,null,0,0,unknown,0
20190824PAWIP,2019,Summer,William C. Longstreth Elementary School,Philadelphia,PA,Victims Targeted,0,0,0,0
20190823MOROS,2019,Summer,Roosevelt High School,St. Louis,MO,Victims Targeted,,unknown,unknown,0
20190823MOPAS,2019,Summer,Parkway North High School,St. Louis,MO,null,0,0,0,0
20190823GAPEC,2019,Summer,Peek's Chapel Elementary School,Conyers,GA,null,,0,unknown,0
20190820PASAC,2019,Summer,Saint Patrick School,Carlisle,PA,Random Shooting,0,0,0,0
20190817GALAA,2019,Summer,Lakewood Stadium,Atlanta,GA,Both,0,0,1,0
20190815TNEAN,2019,Summer,East Magnet High School,Nashville,TN,null,0,0,unknown,0
20190809NJWEN,2019,Fall,West Side High School,Newark,NJ,null,0,0,unknown,0
20190808ALBLM,2019,Summer,Blount Elementary School,Montgomery,AL,Victims Targeted,0,0,0,0
20190719CAMOS,2019,Summer,Monroe Clark Middle School,San Diego,CA,Neither,0,0,0,0
20190711CTBUH,2019,Summer,Bulkeley High School,Hartford,CT,Victims Targeted,0,0,unknown,0
20190702AKWIA,2019,Summer,Williwaw Elementary School,Anchorage,AK,null,0,0,0,0
20190701NYSCN,2019,Summer,School of Science and Applied Learning,New York,NY,Victims Targeted,0,0,0,0
20190629COJAC,2019,Summer,Jack Swigert Aerospace Academy ,Colorado Springs,CO,Victims Targeted,0,0,0,0
20190621MICAF,2019,Summer,Carman-Ainsworth High School,Flint Township,MI,null,0,0,0,0
20190613NJTAW,2019,Summer,Tamaques Elementary School,Westfield,NJ,null,0,unknown,0,
20190612PAJEE,2019,Summer,Jefferson Elementary School,Emmaus,PA,Victims Targeted,0,1,0,0
20190612DCHEW,2019,Summer,Hendley Elementary School,Washington,DC,null,0,0,1,0
20190610ILMEW,2019,Summer,Menta Academy North,Waukegan,IL,Victims Targeted,0,0,0,0
20190606ILGEC,2019,Summer,Genevieve Melody STEM Elementary School,Chicago,IL,null,0,0,unknown,0
20190530DCHEW,2019,Spring,Hendley Elementary School,Washington,DC,null,0,0,1,0
20190522OHSAC,2019,Spring,Shady Lane Elementary School,Columbus,OH,Both,0,0,0,0
20190517ORPAP,2019,Spring,Parkrose High School,Portland,OR,null,,0,0,
20190517FLTEJ,2019,Spring,Terry Parker High School,Jacksonville,FL,Victims Targeted,0,0,1,0
20190508ILSEC,2019,Spring,Second Change High School,Chicago,IL,Victims Targeted,0,0,unknown,0
20190507COSTH,2019,Spring,STEM School Highlands Ranch,Highlands Ranch,CO,null,,unknown,unknown,
null,null,null,null,null,null,null,unknown,unknown,unknown,unknown
null,null,null,null,null,null,null,,unknown,unknown,
20190430VACDW,2019,Spring,C D Hylton High School,Woodbridge,VA,Neither,0,0,0,0
20190430FLWEW,2019,Spring,Weightman Middle School,Wesley Chapel,FL,Neither,N/A,N/A,N/A,N/A
20190426GACRF,2019,Spring,Creekside High School,Fairburn,GA,Victims Targeted,0,unknown,0,0
20190425GAWYS,2019,Spring,Wynbrooke Elementary Theme School,Stone Mountain,GA,Random Shooting,,0,unknown,
20190424ARCOC,2019,Spring,Concord High School,Concord,AR,Victims Targeted,,0,0,0
20190417ILWAL,2019,Spring,Washington Middle School,Lyons,IL,Victims Targeted,,0,0,0
20190410TXROH,2019,Spring,Ross Shaw Sterling Aviation High School,Houston,TX,Victims Targeted,0,0,1,0
20190407MAHOL,2019,Spring,Hood Elementary School,Lynn,MA,null,0,0,unknown,0
20190405WISTM,2019,Spring,St. Josaphat Parish School,Milwaukee,WI,Random Shooting,0,0,0,0
20190403FLSAJ,2019,Spring,Saint Clair Evans Academy,Jacksonville,FL,Victims Targeted,0,0,unknown,0
20190403COAUA,2019,Spring,Aurora West College Preparatory Academy,Aurora,CO,Victims Targeted,0,0,0,0
20190401ARPRP,2019,Spring,Prescott ,null,null,null,,unknown,unknown,
null,null,null,Morning Classes,null,null,null,,unknown,unknown,
20190327MSSVH,2019,Spring,S V Marshall Elementary,Holmes County,MS,Random Shooting,0,0,0,0
20190327FLMAJ,2019,Spring,Mayport Coastal Sciences Middle School,Jacksonville,FL,Random Shooting,0,0,0,0
20190322ALBLB,2019,Spring,Blountsville Elementary School,Blountsville,AL,Random Shooting,0,0,0,0
20190313FLLAO,2019,Spring,Lake Mary High School,Orlando,FL,Victims Targeted,,0,0,0
20190301KSHIM,2019,Spring,Highlands Elementary School,Mission,KS,Neither,0,0,0,0
20190226ALROM,2019,Winter,Robert E. Lee High School,Montgomery,AL,Victims Targeted,,0,unknown,0
20190217COEAA,2019,Winter,Eaglecrest High School,Aurora,CO,Victims Targeted,0,0,0,0
20190214NMV.R,2019,Winter,V. Sue Cleveland High School,Rio Rancho,NM,Victims Targeted,,1,unknown,1
20190212MOCEK,2019,Winter,Central Academy of Excellence,Kansas City,MO,Victims Targeted,0,0,0,0
20190208MDFRB,2019,Winter,Frederick Douglass High School,Baltimore,MD,Both,0,0,0,0
20190205MNMIM,2019,Winter,Minneapolis School District Bus,Minneapolis,MN,Victims Targeted,0,0,0,0
20190131TXATA,2019,Winter,Atascocita High School,Atascocita,TX,Victims Targeted,0,0,0,0
20190131TNMAM,2019,Winter,Manassas High School,Memphis,TN,null,0,0,0,0
20190130GAMIL,2019,Winter,Miller Grove High School,Lithonia,GA,Victims Targeted,0,0,0,0
20190127NVRER,2019,Winter,Reno High School,Reno,NV,Neither,0,0,0,0
20190125TNMAM,2019,Winter,Manassas High School,Memphis,TN,null,0,0,unknown,0
20190125ALDAM,2019,Winter,Davidson High School,Mobile,AL,null,0,0,0,0
20190123LASOS,2019,Winter,Southern Hills Elementary School,Shreveport,LA,null,0,unknown,unknown,0
20190119KSLAO,2019,Winter,Lakewood Middle School,Overland Park,KS,Victims Targeted,0,0,unknown,0
20190118NCSHD,2019,Winter,Sheppard Middle School,Durham,NC,Random Shooting,0,0,unknown,0
20190118MOHAS,2019,Winter,Hazelwood East High School,St. Louis,MO,Victims Targeted,0,0,unknown,0
20190118ALCET,2019,Winter,Central High School,Tuscaloosa,AL,Victims Targeted,0,1,0,0
20190111ORCAE,2019,Winter,Cascade Middle School,Eugene,OR,Victims Targeted,0,0,0,0
20190107CACEB,2019,Winter,Central Elementary School,Belmont,CA,Victims Targeted,0,0,0,0
20181218DEAIG,2018,Winter,A I du Pont High School,Greenville,DE,null,0,0,0,0
20181214MOWIK,2018,Winter,Winnetonka High School,Kansas City,MO,Neither,,unknown,unknown,0
20181213INDER,2018,Winter,Dennis Intermediate School,Richmond,IN,null,,unknown,unknown,
null,null,null,null,null,null,null,unknown,unknown,unknown,unknown
null,null,null,null,null,null,null,,unknown,unknown,
20181211KYCAC,2018,Winter,Cawood Elementary School,Cawood,KY,null,0,0,0,0
20181210NYJEJ,2018,Winter,Jefferson High School,Jefferson,NY,Victims Targeted,,0,0,0
20181128PASTP,2018,Fall,Strawberry Mansion High School,Philadelphia,PA,Neither,0,0,unknown,0
20181124OHAFC,2018,Fall,Africentric Early College High School,Columbus,OH,Victims Targeted,0,0,0,0
20181122WAMOD,2018,Fall,Mount Rainier High School,Des Moines,WA,Victims Targeted,0,0,0,0
20181122TXSKD,2018,Fall,Skyline High School,Dallas,TX,Victims Targeted,0,0,unknown,0
20181121MIPEP,2018,Fall,Pentwater Public School,Pentwater,MI,Neither,0,0,0,0
20181120VASIP,2018,Fall,Simonsdale Elementary School,Portsmouth,VA,Random Shooting,0,0,0,0
20181112MDEAE,2018,Fall,Eastern Tech High School,Essex,MD,Victims Targeted,0,0,0,0
20181109GAGAM,2018,Fall,Garrett Middle School,Marietta,GA,Neither,0,0,0,0
20181108CACLS,2018,Fall,Cleveland Elementary School,Santa Barbara,CA,Victims Targeted,0,0,unknown,0
20181105SCACC,2018,Fall,Academy of Hope,Conway,SC,null,,0,0,0
20181104KYCRL,2018,Fall,Crums Lane Elementary School,Louisville,KY,null,0,0,unknown,0
20181029NCBUM,2018,Fall,Butler High School,Matthews,NC,Victims Targeted,1,0,0,0
20181025MICOD,2018,Fall,Cody High School,Detroit,MI,Victims Targeted,0,0,unknown,0
20181023NHGOM,2018,Fall,Gossler Park Elementary School,Manchester,NH,Random Shooting,,0,0,0
20181022CTDUB,2018,Fall,Dunbar Elementary School,Bridgeport,CT,Victims Targeted,0,1,0,0
20181020GASHS,2018,Fall,Shiloh Middle School,Snellville,GA,Victims Targeted,0,0,1,0
20181013TNMCN,2018,Fall,McGavock High School,Nashville,TN,Victims Targeted,0,0,unknown,0
20181012MIBAB,2018,Fall,Battle Creek Academy,Battle Creek,MI,null,0,0,unknown,0
20181007VAVAH,2018,Fall,Varina High School,Henrico,VA,Both,0,0,0,0
20181005VALAN,2018,Fall,Lake Taylor High School,Norfolk,VA,null,0,0,0,0
20181005TNHAB,2018,Fall,Haywood High School,Brownsville,TN,Both,0,0,0,0
20181004ORJAP,2018,Fall,Jason Lee Elementary School,Portland,OR,Neither,0,0,0,0
20181003AKDEA,2018,Fall,Denali Montessori Elementary School,Anchorage,AK,Victims Targeted,0,1,0,0
20181002ARCHL,2018,Fall,Chicot Elementary School,Little Rock,AR,null,0,0,unknown,0
20180928SDCHC,2018,Fall,Chamberlain High School,Chamberlain,SD,Victims Targeted,0,0,0,0
20180927TXHEC,2018,Fall,Hebron High School,Carrollton,TX,Victims Targeted,0,0,0,0
20180926MDMAB,2018,Fall,Maree Garnett Farring Elementary,Baltimore,MD,Neither,0,0,0,0
20180924PACEP,2018,Fall,Central High School,Philadelphia,PA,Both,0,0,unknown,0
20180924NCLAC,2018,Fall,Lawrence Orr Elementary School,Charlotte,NC,Victims Targeted,0,unknown,unknown,0
20180924GAAPB,2018,Fall,Appling County High School,Baxley,GA,Victims Targeted,,0,0,0
20180920CAPOP,2018,Fall,Pomona High School,Pomona,CA,Victims Targeted,0,0,0,0
20180920CACHL,2018,Fall,CHAMPS Charter High School,Los Angeles,CA,null,0,0,unknown,0
20180917ALBLH,2018,Fall,Blossomwood Elementary School,Huntsville,AL,Neither,0,0,0,0
20180914WAMAE,2018,Fall,Mariner High School,Everett,WA,Victims Targeted,0,0,1,0
20180914FLBOB,2018,Fall,Boynton Beach High School,Boynton Beach,FL,Neither,0,0,0,0
20180911NVCAL,2018,Fall,Canyon Springs High School,Las Vegas,NV,Victims Targeted,0,0,0,0
20180910TNFAM,2018,Fall,Fairley High School,Memphis,TN,null,0,0,unknown,0
20180910ILCHC,2018,Fall,Chatham Academy High School,Chicago,IL,Victims Targeted,0,0,1,0
20180909CAGIG,2018,Fall,Gilroy High School,Gilroy,CA,Neither,N/A,N/A,N/A,N/A
20180907IAHED,2018,Fall,Herbert Hoover High School,Des Moines,IA,null,0,0,unknown,0
20180905RIPRP,2018,Fall,Providence Career and Technical Academy,Providence,RI,Both,0,0,1,0
20180903NYLUN,2018,Fall,Luisa Pineiro Fuentes School of Science and Discovery,New York,NY,Victims Targeted,0,0,0,0
20180831IANOE,2018,Summer,North Scott Junior High School,Eldridge,IA,null,,unknown,unknown,
null,null,null,null,null,null,null,unknown,unknown,unknown,unknown
null,null,null,null,null,null,null,,unknown,unknown,
20180831CABAS,2018,Summer,Balboa High School,San Francisco,CA,Neither,0,0,unknown,0
20180830NCVIC,2018,Summer,Villa Heights Elementary School,Charlotte,NC,Victims Targeted,0,1,0,0
20180830MIOTG,2018,Summer,Ottawa Hills High School,Grand Rapids,MI,Victims Targeted,0,0,1,0
20180829DETOD,2018,Summer,Towne Point Elementary School,Dover,DE,Victims Targeted,0,1,0,0
20180828COCOD,2018,Summer,Cole Middle School,Denver,CO,null,0,0,1,0
20180824ILMEC,2018,Summer,Metro East Lutheran High School,Chicago,IL,Victims Targeted,0,0,1,0
20180824FLRAJ,2018,Summer,Raines High School,Jacksonville,FL,Both,0,0,1,0
20180823ALALM,2018,Summer,Alabama State University Stadium (high school game),Montgomery,AL,null,0,0,unknown,0
20180817FLPAW,2018,Summer,Palm Beach Central High School,Wellington,FL,Victims Targeted,0,0,0,0
20180811TNANN,2018,Summer,Antioch High School,Nashville,TN,Both,0,0,0,0
20180809NJLAM,2018,Summer,Lakeside Middle School,Millville,NJ,Victims Targeted,0,0,unknown,0
20180804MDEDE,2018,Summer,Edgewood High School,Edgewood,MD,null,,unknown,unknown,0
20180803IALIO,2018,Summer,Liberty Elementary School,Ottumwa,IA,Random Shooting,0,0,0,0
20180719WAWEY,2018,Summer,West Valley Middle School,Yakima,WA,null,,unknown,unknown,0
20180717WVHUH,2018,Summer,Hurricane High School,Hurricane,WV,NA,0,0,0,0
20180711OHMIM,2018,Summer,Milkovich Middle School,Maple Heights,OH,null,,unknown,0,
20180703KSSUO,2018,Summer,Sunrise Point Elementary School,Overland,KS,Victims Targeted,0,0,0,0
20180701TNRAM,2018,Summer,Raineshaven Elementary School,Memphis,TN,null,0,unknown,unknown,0
20180625OHFUS,2018,Summer,Fulton Elementary School,Springfield,OH,Victims Targeted,0,0,0,0
20180624MTSEM,2018,Summer,Sentinel High School,Missoula,MT,Victims Targeted,0,0,0,0
20180621TXSKD,2018,Summer,Skyline High School,Dallas,TX,null,0,0,unknown,0
20180617ORGRP,2018,Summer,Grant High School,Portland,OR,null,0,0,unknown,0
20180615OHVAB,2018,Summer,Valley Elementary School,Beaver Creek,OH,Victims Targeted,0,1,0,0
20180601TXMCM,2018,Summer,McKinney North High School,McKinney,TX,Victims Targeted,0,0,0,0
20180525INNON,2018,Spring,Noblesville West Middle School,Noblesville,IN,Victims Targeted,0,0,0,0
20180521GABEG,2018,Spring,Beaverbrook Elementary School,Griffin,GA,Random Shooting,0,0,0,0
20180518TXSAS,2018,Spring,Santa Fe High School,Santa Fe,TX,Both,1,0,0,1
20180518GAMOA,2018,Spring,Mount Zion High School,Atlanta,GA,Both,0,0,0,0
20180517MOCEK,2018,Spring,Central High School,Kansas City,MO,null,0,0,0,0
20180516ILDID,2018,Spring,Dixon High School,Dixon,IL,null,,unknown,unknown,
null,null,null,null,null,null,null,,unknown,unknown,
null,null,null,null,null,null,null,,unknown,unknown,
20180511CAHIP,2018,Spring,Highland High School,Palmdale,CA,Victims Targeted,,0,0,0
20180505MIFOF,2018,Spring,Fowlerville High School,Fowlerville,MI,Neither,N/A,N/A,N/A,N/A
20180503TNWAW,2018,Spring,Waynesboro Elementary School,Waynesboro,TN,Neither,0,0,0,0
20180503SDENW,2018,Spring,Enemy Swim Day School,Waubay,SD,null,,unknown,0,0
20180425NMHIA,2018,Spring,Highland High School,Albuquerque,NM,Victims Targeted,0,0,0,0
20180423GABEA,2018,Spring,Benjamin E. Mays High School,Atlanta,GA,Victims Targeted,0,1,0,0
20180420FLFOO,2018,Spring,Forest High School,Ocala,FL,Random Shooting,0,0,0,1
20180419MIJAJ,2018,Spring,Jackson High School,Jackson,MI,Neither,0,0,unknown,0
20180412MORAR,2018,Spring,Rayton South Middle School,Rayton,MO,Victims Targeted,0,0,0,0
20180409NYGLG,2018,Spring,Gloversville Middle School,Gloversville,NY,Victims Targeted,0,0,0,0
20180329KYJOE,2018,Spring,John Hardin High School,Elizabethtown,KY,null,0,1,0,0
20180328MSEUE,2018,Spring,Eupora High School,Eupora,MS,Neither,,0,0,0
20180320MDGRG,2018,Spring,Great Mills High School,Great Mills,MD,Both,0,1,0,0
20180319VADOP,2018,Spring,Douglass Park Elementary School,Portsmouth,VA,Random Shooting,0,0,0,0
20180316MTBIM,2018,Spring,Big Sky High School,Missoula,MT,Victims Targeted,N/A,N/A,N/A,N/A
20180313VAGEA,2018,Spring,George Washington Middle School,Alexandria,VA,Neither,0,0,0,0
20180313CASES,2018,Spring,Seaside High School,Seaside,CA,Random Shooting,0,0,0,0
20180309KYFRL,2018,Spring,Frederick Douglass High School,Lexington,KY,Random Shooting,0,0,0,0
20180307ALHUB,2018,Spring,Huffman High School,Birmingham,AL,Random Shooting,0,0,0,0
20180305MOKIC,2018,Spring,Kingston High School,Cadet,MO,Victims Targeted,0,0,0,0
20180228GADAD,2018,Winter,Dalton High School,Dalton,GA,Neither,0,0,0,0
20180226WAOAT,2018,Winter,Oakland High School,Tacoma,WA,Neither,0,0,0,0
20180220OHJAM,2018,Winter,Jackson Memorial Middle School,Massillon,OH,Victims Targeted,,0,0,1
20180215FLNOC,2018,Winter,North Broward Preparatory School,Coconut Creek,FL,Random Shooting,N/A,N/A,N/A,N/A
20180214FLMAP,2018,Winter,Marjory Stoneman Douglas High School,Parkland,FL,Random Shooting,0,0,0,1
20180209TNPEN,2018,Winter,Peal-Cohn High School,Nashville,TN,Victims Targeted,,0,1,0
20180208NYTHN,2018,Winter,The Metropolitan High School,New York,NY,null,,unknown,unknown,0
20180205MNHAM,2018,Winter,Harmony Learning Center,Maplewood,MN,Neither,0,0,0,0
20180205MDOXO,2018,Winter,Oxon Hill High School,Oxon Hill,MD,Victims Targeted,,0,0,0
20180201CASAL,2018,Winter,Salvador B. Castro Middle School,Los Angeles,CA,Random Shooting,1,0,0,0
20180131PALIP,2018,Winter,Lincoln High School,Philadelphia,PA,Random Shooting,,0,1,0
20180126MIDED,2018,Winter,Dearborn High School,Dearborn,MI,null,0,0,1,0
20180125ALMUM,2018,Winter,Murphy High School,Mobile,AL,Victims Targeted,,0,0,0
20180123KYMAB,2018,Winter,Marshall County High School,Benton,KY,Random Shooting,,0,0,1
20180122TXITI,2018,Winter,Italy High School,Italy,TX,null,,unknown,unknown,
null,null,null,null,null,null,null,unknown,unknown,unknown,unknown
null,null,null,Victims Targeted,null,null,null,,unknown,unknown,
20180122LANEN,2018,Winter,NET Charter High School,New Orleans,LA,Victims Targeted,0,0,1,0
20180116VTMOM,2018,Winter,Montpelier High School,Montpelier,VT,Victims Targeted,N/A,N/A,N/A,N/A
20180109AZCOS,2018,Winter,Coronado Elementary School,Sierra Vista,AZ,Victims Targeted,,0,0,0
20180105IAFOF,2018,Winter,Forest City School Bus,Forest City,IA,Neither,0,0,0,0
20180104WANES,2018,Winter,New Start High School,Seattle,WA,NA,N/A,N/A,unknown,0
20171231WAPIM,2017,Winter,Pinewood Elementary School,Marysville,WA,Neither,0,0,0,0
20171231LAEDA,2017,Winter,Edna Karr High School,Algiers,LA,Victims Targeted,0,0,0,0
20171227CALIL,2017,Winter,Lincoln Elementary School,Lancaster,CA,Victims Targeted,0,0,0,0
20171219MIBEB,2017,Winter,Beecher High School,Beecher,MI,Victims Targeted,0,0,0,0
20171214TXELD,2017,Winter,Elisha M. Pease Elementary School,Dallas,TX,Neither,0,0,0,0
20171212TXSAP,2017,Winter,Sam Rayburn High School,Pasadena,TX,Random Shooting,0,0,0,0
20171211NCHIH,2017,Winter,High Point Central High School,High Point,NC,Victims Targeted,0,0,1,0
20171209ILCHC,2017,Winter,Champaign Central High School,Champaign,IL,Both,0,0,0,0
20171207NMAZA,2017,Winter,Aztec High School,Aztec,NM,Random Shooting,unknown,0,0,1
20171130VASAV,2017,Fall,Salem High School,Virginia Beach,VA,Victims Targeted,0,0,0,0
20171129OHBAL,2017,Fall,Bath High School,Lima,OH,Neither,0,0,0,0
20171128CABOS,2017,Fall,Booksin Elementary School,San Jose,CA,NA,N/A,N/A,0,0
20171123COMAD,2017,Fall,Manual High School,Denver,CO,null,,unknown,unknown,
null,null,null,null,null,null,null,,unknown,unknown,
20171117TNNOJ,2017,Fall,North Side High School,Jackson,TN,null,0,0,unknown,0
20171114FLLAM,2017,Fall,Lake Minneola High School,Minneola,FL,Victims Targeted,0,0,0,0
20171114CARAR,2017,Fall,Rancho Tehama Elementary School,Rancho Tehama Reserve,CA,null,,unknown,unknown,
null,null,null,null,null,null,null,unknown,unknown,unknown,unknown
null,null,null,null, Tehama County,null,Illegal Activity,0,0,0,0
20171110GALAM,2017,Fall,Lakeview Academy,Milledgeville,GA,Neither,0,0,0,0
20171109GABEC,2017,Fall,Benjamin Banneker High School,College Park,GA,Neither,0,0,0,0
20171103MIPAL,2017,Fall,Pattengill Academy,Lansing,MI,Neither,0,0,unknown,0
20171027NYPRU,2017,Fall,Proctor High School,Utica,NY,Victims Targeted,0,0,0,0
20171020OHSTT,2017,Fall,Start High School,Toledo,OH,null,0,0,unknown,0
20171014NCKEK,2017,Fall,Kernersville Elementary School,Kernersville,NC,Victims Targeted,0,0,0,0
20171012NCCHC,2017,Fall,Charlotte School Bus,Charlotte,NC,Random Shooting,0,0,0,0
20170930PAPUC,2017,Fall,Purchase Line Elementary School,Commodore,PA,Victims Targeted,0,1,0,0
20170929MOLEL,2017,Fall,Lees Summit North High School,Lees Summit,MO,Victims Targeted,0,0,0,0
20170929CASUL,2017,Fall,Sun Valley High School,Los Angeles,CA,null,0,0,0,0
20170928KYSOL,2017,Fall,Southern Middle School,Lwxington,KY,null,0,0,0,0
20170920ILMAM,2017,Fall,Mattoon High School,Mattoon,IL,Both,1,1,0,1
20170913WAFRR,2017,Fall,Freeman High School,Rockford,WA,Both,1,0,0,1
20170908OHCOC,2017,Fall,Columbus Scioto 6-12,Columbus,OH,Neither,,unknown,0,0
20170908ARNON,2017,Fall,North Little Rock High School,North Little Rock,AR,Victims Targeted,0,0,unknown,0
20170831CAARS,2017,Summer,Arroyo Valley High School,San Bernardino,CA,Victims Targeted,0,0,0,0
20170817GALIL,2017,Summer,Lithia Spring High,Lithia Springs,GA,Victims Targeted,0,0,0,0
20170813NYHUH,2017,Summer,Hudson County School Bus,Hudson,NY,Both,0,0,unknown,0
20170801GABAV,2017,Summer,Bazemore-Hyder Stadium (Valdosta High School),Valdosta,GA,Both,0,0,0,0
20170721UTSPS,2017,Summer,Spanish Fork High School,Spanish Fork,UT,Victims Targeted,0,0,0,0
20170719WIHIM,2017,Summer,Hickman Academy Preparatory School,Milwaukee,WI,Victims Targeted,0,0,0,0
20170622SCWIF,2017,Summer,Wilson High School,Florence,SC,Neither,0,0,0,0
20170616ILWAC,2017,Summer,Warren Elementary School,Chicago,IL,Both,0,0,1,0
20170526OKMCT,2017,Spring,McLain High School,Tulsa,OK,Victims Targeted,,0,unknown,0
